Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1696184682.307707,180,1696184682,306629180,GPS1_Frame,42.334083557128906,-71.09649658203125,28.600000381469727,327280.34375,4688999.0,19,T
1696184683.3371007,181,1696184683,336017131,GPS1_Frame,42.334083557128906,-71.09649658203125,28.600000381469727,327280.34375,4688999.0,19,T
1696184684.3080437,182,1696184684,306967973,GPS1_Frame,42.334083557128906,-71.09649658203125,28.600000381469727,327280.34375,4688999.0,19,T
1696184685.3363862,183,1696184685,335268020,GPS1_Frame,42.334083557128906,-71.09649658203125,28.600000381469727,327280.34375,4688999.0,19,T
1696184686.3139024,184,1696184686,312873363,GPS1_Frame,42.334083557128906,-71.09649658203125,28.600000381469727,327280.34375,4688999.0,19,T
1696184687.315481,185,1696184687,314413547,GPS1_Frame,42.334083557128906,-71.09649658203125,28.600000381469727,327280.34375,4688999.0,19,T
1696184688.3127897,186,1696184688,311657905,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184689.3193674,187,1696184689,318263053,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184690.3152122,188,1696184690,314057588,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184691.3185625,189,1696184691,317437410,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184692.3156257,190,1696184692,314643621,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184693.3114982,191,1696184693,310404300,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184694.315656,192,1696184694,314650535,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184695.3192832,193,1696184695,318222999,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184696.3305898,194,1696184696,329488754,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184697.3155413,195,1696184697,314422369,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184698.308687,196,1696184698,307541847,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184699.3200095,197,1696184699,318908214,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184700.318875,198,1696184700,317787170,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184701.3063297,199,1696184701,305255651,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184702.3121471,200,1696184702,311082601,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184703.3374386,201,1696184703,336386442,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184704.3375661,202,1696184704,336565494,GPS1_Frame,42.33407974243164,-71.09649658203125,28.100000381469727,327280.625,4688998.0,19,T
1696184705.337275,203,1696184705,336212635,GPS1_Frame,42.33407974243164,-71.09649658203125,28.0,327280.625,4688998.0,19,T
1696184706.3375323,204,1696184706,336415290,GPS1_Frame,42.33407974243164,-71.09649658203125,28.0,327280.625,4688998.0,19,T
1696184707.3373861,205,1696184707,336515903,GPS1_Frame,42.33407974243164,-71.09649658203125,28.0,327280.625,4688998.0,19,T
1696184708.3084857,206,1696184708,307331085,GPS1_Frame,42.33407974243164,-71.09649658203125,28.0,327280.625,4688998.0,19,T
1696184709.3081858,207,1696184709,307128667,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184710.3081725,208,1696184710,307083845,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184711.316195,209,1696184711,315137386,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184712.3201582,210,1696184712,319036722,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184713.3161373,211,1696184713,315068006,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184714.315616,212,1696184714,314592599,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184715.316003,213,1696184715,314982414,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.59375,4688998.0,19,T
1696184716.3195367,214,1696184716,318497896,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.75,4688998.0,19,T
1696184717.315762,215,1696184717,314702033,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.75,4688998.0,19,T
1696184718.3196719,216,1696184718,318342924,GPS1_Frame,42.334075927734375,-71.09649658203125,28.0,327280.75,4688998.0,19,T
